semantic_cluster,cluster_name,cluster_confidence,sentiment,sentiment_score,umap_x,umap_y,Reports,processed_text
6,💼 Career & Internship Opportunities,0.98,Negative,-0.5106,11.327556,7.921738,The lack of job opportunities is discouraging and makes me feel like I wasted my time and money on my education.,the lack of job opportunities is discouraging and makes me feel like i wasted my time and money on my education
6,💼 Career & Internship Opportunities,0.98,Negative,-0.4019,11.138779,7.954858,It's frustrating to have limited options when it comes to finding a job in my desired field of work.,its frustrating to have limited options when it comes to finding a job in my desired field of work
6,💼 Career & Internship Opportunities,0.98,Positive,0.7322,10.571457,9.517372,The university should provide more resources to help students develop the necessary networking skills to succeed in the job market.,the university should provide more resources to help students develop the necessary networking skills to succeed in the job market
6,💼 Career & Internship Opportunities,0.98,Positive,0.204,11.294564,7.892104,The scarcity of job opportunities is a major barrier to achieving my career goals and aspirations.,the scarcity of job opportunities is a major barrier to achieving my career goals and aspirations
6,💼 Career & Internship Opportunities,0.98,Positive,0.2263,11.342278,8.208378,I'm finding it difficult to secure a job due to the limited number of available opportunities in my field of study.,im finding it difficult to secure a job due to the limited number of available opportunities in my field of study
6,💼 Career & Internship Opportunities,0.98,Positive,0.7322,10.689539,9.435887,The university should provide more resources to help students create and maintain professional connections in their desired field of work.,the university should provide more resources to help students create and maintain professional connections in their desired field of work
6,💼 Career & Internship Opportunities,0.98,Positive,0.0772,11.611943,8.465307,The lack of available internships and job opportunities is causing me to reconsider my career path.,the lack of available internships and job opportunities is causing me to reconsider my career path
6,💼 Career & Internship Opportunities,0.98,Positive,0.83,11.392126,7.957903,It's challenging to stay motivated and optimistic when there are so few job opportunities available.,its challenging to stay motivated and optimistic when there are so few job opportunities available
6,💼 Career & Internship Opportunities,0.98,Positive,0.4522,10.836346,9.218982,The university should provide more guidance and support to students as they navigate the job search process.,the university should provide more guidance and support to students as they navigate the job search process
6,💼 Career & Internship Opportunities,0.98,Positive,0.5106,11.240565,7.988106,The limited number of job opportunities is making it difficult for me to build a successful career after graduation.,the limited number of job opportunities is making it difficult for me to build a successful career after graduation
6,💼 Career & Internship Opportunities,0.98,Positive,0.3818,10.884701,9.398464,The university needs to work on expanding its network of potential employers and job opportunities for students.,the university needs to work on expanding its network of potential employers and job opportunities for students
6,💼 Career & Internship Opportunities,0.98,Negative,-0.0731,11.336535,8.696976,"The university does not provide enough opportunities for internships or jobs in my field of study, making it difficult to gain practical experience.",the university does not provide enough opportunities for internships or jobs in my field of study making it difficult to gain practical experience
