Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality,processed_text,raw_feedback_text,umap_x,umap_y,sem_cluster,sem_confidence,sentiment,sentiment_score,cluster_label,sem_cluster_name
Academic Support and Resources,It's really frustrating to not have more access to academic advisors. It's important that we have support to be able to plan our academic careers.,26,0.09,2,1,F,Egypt,its really frustrating to not have more access to academic advisors its important that we have support to be able to plan our academic careers,It's really frustrating to not have more access to academic advisors. It's important that we have support to be able to plan our academic careers.,12.255008,-5.2964196,-1,0.0438,Positive,0.079,Unclassified Feedback,🌀 Unclassified Institutional Feedback
Academic Support and Resources,The difficulty in finding and accessing course materials is a major issue. It's important that we have access to what we need to succeed academically.,21,2.48,1,1,F,Egypt,the difficulty in finding and accessing course materials is a major issue its important that we have access to what we need to succeed academically,The difficulty in finding and accessing course materials is a major issue. It's important that we have access to what we need to succeed academically.,12.772106,0.09782908,9,0.6453,Positive,0.4336,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,Limited course availability is impacting our ability to graduate on time and meet our academic goals. We need more options.,16,1.19,1,1,M,Egypt,limited course availability is impacting our ability to graduate on time and meet our academic goals we need more options,Limited course availability is impacting our ability to graduate on time and meet our academic goals. We need more options.,8.076239,2.2416852,9,0.3086,Positive,0.1027,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,Limited access to technology and software is a major issue for students. It's important that we have access to the tools we need to succeed academically and in the workforce.,21,1.15,1,1,M,Egypt,limited access to technology and software is a major issue for students its important that we have access to the tools we need to succeed academically and in the workforce,Limited access to technology and software is a major issue for students. It's important that we have access to the tools we need to succeed academically and in the workforce.,14.328778,1.0517634,10,0.3297,Positive,0.4767,Cluster 10,💻 Online Learning & Platform Issues
Academic Support and Resources,The limited access to research databases and materials is causing a lot of frustration for students. It's important that we have better access to complete our coursework.,24,2.98,1,1,F,Egypt,the limited access to research databases and materials is causing a lot of frustration for students its important that we have better access to complete our coursework,The limited access to research databases and materials is causing a lot of frustration for students. It's important that we have better access to complete our coursework.,10.40465,-0.58153206,3,0.98,Negative,-0.0772,Cluster 3,🔬 Research & Technology Resources
Academic Support and Resources,"Academic advisors are so important, but the limited access to them is making it difficult to plan our academic careers and succeed.",24,2.66,1,1,F,Egypt,academic advisors are so important but the limited access to them is making it difficult to plan our academic careers and succeed,"Academic advisors are so important, but the limited access to them is making it difficult to plan our academic careers and succeed.",12.309066,-5.348085,-1,0.0431,Positive,0.0984,Unclassified Feedback,🌀 Unclassified Institutional Feedback
Academic Support and Resources,The difficulty in finding and accessing course materials is causing a lot of stress for students.,18,3.03,1,1,F,Egypt,the difficulty in finding and accessing course materials is causing a lot of stress for students,The difficulty in finding and accessing course materials is causing a lot of stress for students.,12.731527,0.1404193,9,0.6453,Negative,-0.6369,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,It's frustrating not being able to find the resources I need for my research projects due to the limited access to research databases and materials.,23,1.17,1,1,M,Egypt,its frustrating not being able to find the resources i need for my research projects due to the limited access to research databases and materials,It's frustrating not being able to find the resources I need for my research projects due to the limited access to research databases and materials.,10.356831,-0.7092636,3,0.98,Negative,-0.5859,Cluster 3,🔬 Research & Technology Resources
Academic Support and Resources,Limited course availability is making it difficult to schedule my classes for next semester.,19,1.09,1,1,M,Egypt,limited course availability is making it difficult to schedule my classes for next semester,Limited course availability is making it difficult to schedule my classes for next semester.,7.992997,2.3162346,9,0.3055,Negative,-0.5267,Cluster 9,🎓 Teaching Quality & Engagement
Academic Support and Resources,The difficulty in finding and accessing course materials is really hindering my ability to study effectively.,17,0.7,1,1,F,Egypt,the difficulty in finding and accessing course materials is really hindering my ability to study effectively,The difficulty in finding and accessing course materials is really hindering my ability to study effectively.,12.815792,0.08277839,9,0.6453,Positive,0.4703,Cluster 9,🎓 Teaching Quality & Engagement
